k,b_k,G_tilde,eta_k,r_drift,gamma,x_before_0,x_after_0,a_0,x_before_1,x_after_1,a_1,x_before_2,x_after_2,a_2,x_before_3,x_after_3,a_3
8391,1,-29.846438,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.882805,0.888440,1,1.000000,1.000000,1
8392,1,-29.404912,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.888440,0.894074,1,1.000000,1.000000,1
8393,1,-28.962935,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.894074,0.899708,1,1.000000,1.000000,1
8394,1,-28.520508,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.899708,0.905343,1,1.000000,1.000000,1
8395,1,-28.077630,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.905343,0.910977,1,1.000000,1.000000,1
8396,1,-27.634301,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.910977,0.916611,1,1.000000,1.000000,1
8397,1,-27.190521,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.916611,0.922246,1,1.000000,1.000000,1
8398,1,-26.746291,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.922246,0.927880,1,1.000000,1.000000,1
8399,1,-26.301610,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.927880,0.933515,1,1.000000,1.000000,1
8400,1,-25.856478,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.933515,0.939149,1,1.000000,1.000000,1
8401,1,-25.410895,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.939149,0.944783,1,1.000000,1.000000,1
8402,1,-24.964862,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.944783,0.950418,1,1.000000,1.000000,1
8403,1,-24.518377,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.950418,0.956052,1,1.000000,1.000000,1
8404,1,-24.071443,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.956052,0.961686,1,1.000000,1.000000,1
8405,1,-23.624057,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.961686,0.967321,1,1.000000,1.000000,1
8406,1,-23.176220,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.967321,0.972955,1,1.000000,1.000000,1
8407,1,-22.727933,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.972955,0.978589,1,1.000000,1.000000,1
8408,1,-22.279195,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.978589,0.984224,1,1.000000,1.000000,1
8409,1,-21.830007,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.984224,0.989858,1,1.000000,1.000000,1
8410,1,-21.380367,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.989858,0.995493,1,1.000000,1.000000,1
8411,1,-20.930277,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,0.995493,1.000000,1,1.000000,1.000000,1
8412,1,-20.479917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8413,1,-20.029917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8414,1,-19.579917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8415,1,-19.129917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8416,1,-18.679917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8417,1,-18.229917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8418,1,-17.779917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8419,1,-17.329917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8420,1,-16.879917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8421,1,-16.429917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8422,1,-15.979917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8423,1,-15.529917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8424,1,-15.079917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8425,1,-14.629917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8426,1,-14.179917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8427,1,-13.729917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8428,1,-13.279917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8429,1,-12.829917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8430,1,-12.379917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8431,1,-11.929917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8432,1,-11.479917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8433,1,-11.029917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8434,1,-10.579917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8435,1,-10.129917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8436,1,-9.679917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8437,1,-9.229917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8438,1,-8.779917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8439,1,-8.329917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8440,1,-7.879917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8441,1,-7.429917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8442,1,-6.979917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8443,1,-6.529917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8444,1,-6.079917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8445,1,-5.629917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8446,1,-5.179917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8447,1,-4.729917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8448,1,-4.279917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8449,1,-3.829917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8450,1,-3.379917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8451,1,-2.929917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8452,1,-2.479917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8453,1,-2.029917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8454,1,-1.579917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8455,1,-1.129917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8456,1,-0.679917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8457,1,-0.229917,0.070993,0.007301,0.00563436,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1,1.000000,1.000000,1
8458,0,0.220083,0.070993,0.007301,0.00563436,1.000000,0.997183,1,1.000000,0.996619,1,1.000000,0.997746,1,1.000000,0.995774,1
8459,0,0.667080,0.070993,0.007301,0.00563436,0.997183,0.994366,1,0.996619,0.993239,1,0.997746,0.995493,1,0.995774,0.991548,1
8460,0,1.112576,0.070993,0.007301,0.00563436,0.994366,0.991548,1,0.993239,0.989858,1,0.995493,0.993239,1,0.991548,0.987323,1
8461,0,1.556569,0.070993,0.007301,0.00563436,0.991548,0.988731,1,0.989858,0.986478,1,0.993239,0.990985,1,0.987323,0.983097,1
8462,0,1.999062,0.070993,0.007301,0.00563436,0.988731,0.985914,1,0.986478,0.983097,1,0.990985,0.988731,1,0.983097,0.978871,1
8463,0,2.440052,0.070993,0.007301,0.00563436,0.985914,0.983097,1,0.983097,0.979716,1,0.988731,0.986478,1,0.978871,0.974645,1
8464,0,2.879541,0.070993,0.007301,0.00563436,0.983097,0.980280,1,0.979716,0.976336,1,0.986478,0.984224,1,0.974645,0.970420,1
8465,0,3.317529,0.070993,0.007301,0.00563436,0.980280,0.977463,1,0.976336,0.972955,1,0.984224,0.981970,1,0.970420,0.966194,1
8466,0,3.754015,0.070993,0.007301,0.00563436,0.977463,0.974645,1,0.972955,0.969574,1,0.981970,0.979716,1,0.966194,0.961968,1
8467,0,4.188999,0.070993,0.007301,0.00563436,0.974645,0.971828,1,0.969574,0.966194,1,0.979716,0.977463,1,0.961968,0.957742,1
8468,0,4.622482,0.070993,0.007301,0.00563436,0.971828,0.969011,1,0.966194,0.962813,1,0.977463,0.975209,1,0.957742,0.953517,1
8469,0,5.054463,0.070993,0.007301,0.00563436,0.969011,0.966194,1,0.962813,0.959433,1,0.975209,0.972955,1,0.953517,0.949291,1
8470,0,5.484943,0.070993,0.007301,0.00563436,0.966194,0.963377,1,0.959433,0.956052,1,0.972955,0.970701,1,0.949291,0.945065,1
8471,0,5.913921,0.070993,0.007301,0.00563436,0.963377,0.960559,1,0.956052,0.952671,1,0.970701,0.968448,1,0.945065,0.940839,1
8472,0,6.341398,0.070993,0.007301,0.00563436,0.960559,0.957742,1,0.952671,0.949291,1,0.968448,0.966194,1,0.940839,0.936613,1
8473,0,6.767373,0.070993,0.007301,0.00563436,0.957742,0.954925,1,0.949291,0.945910,1,0.966194,0.963940,1,0.936613,0.932388,1
8474,0,7.191847,0.070993,0.007301,0.00563436,0.954925,0.952108,1,0.945910,0.942530,1,0.963940,0.961686,1,0.932388,0.928162,1
8475,0,7.614819,0.070993,0.007301,0.00563436,0.952108,0.949291,1,0.942530,0.939149,1,0.961686,0.959433,1,0.928162,0.923936,1
8476,0,8.036289,0.070993,0.007301,0.00563436,0.949291,0.946474,1,0.939149,0.935768,1,0.959433,0.957179,1,0.923936,0.919710,1
8477,0,8.456258,0.070993,0.007301,0.00563436,0.946474,0.943656,1,0.935768,0.932388,1,0.957179,0.954925,1,0.919710,0.915485,1
8478,0,8.874725,0.070993,0.007301,0.00563436,0.943656,0.940839,1,0.932388,0.929007,1,0.954925,0.952671,1,0.915485,0.911259,1
8479,0,9.291691,0.070993,0.007301,0.00563436,0.940839,0.938022,1,0.929007,0.925626,1,0.952671,0.950418,1,0.911259,0.907033,1
8480,0,9.707155,0.070993,0.007301,0.00563436,0.938022,0.935205,1,0.925626,0.922246,1,0.950418,0.948164,1,0.907033,0.902807,1
8481,0,10.121118,0.070993,0.007301,0.00563436,0.935205,0.932388,1,0.922246,0.918865,1,0.948164,0.945910,1,0.902807,0.898581,1
8482,0,10.533579,0.070993,0.007301,0.00563436,0.932388,0.929570,1,0.918865,0.915485,1,0.945910,0.943656,1,0.898581,0.894356,1
8483,0,10.944538,0.070993,0.007301,0.00563436,0.929570,0.926753,1,0.915485,0.912104,1,0.943656,0.941403,1,0.894356,0.890130,1
8484,0,11.353996,0.070993,0.007301,0.00563436,0.926753,0.923936,1,0.912104,0.908723,1,0.941403,0.939149,1,0.890130,0.885904,1
8485,0,11.761953,0.070993,0.007301,0.00563436,0.923936,0.921119,1,0.908723,0.905343,1,0.939149,0.936895,1,0.885904,0.881678,1
8486,0,12.168407,0.070993,0.007301,0.00563436,0.921119,0.918302,1,0.905343,0.901962,1,0.936895,0.934641,1,0.881678,0.877453,1
8487,0,12.573361,0.070993,0.007301,0.00563436,0.918302,0.915485,1,0.901962,0.898581,1,0.934641,0.932388,1,0.877453,0.873227,1
8488,0,12.976812,0.070993,0.007301,0.00563436,0.915485,0.912667,1,0.898581,0.895201,1,0.932388,0.930134,1,0.873227,0.869001,1
8489,0,13.378763,0.070993,0.007301,0.00563436,0.912667,0.909850,1,0.895201,0.891820,1,0.930134,0.927880,1,0.869001,0.864775,1
8490,0,13.779211,0.070993,0.007301,0.00563436,0.909850,0.907033,1,0.891820,0.888440,1,0.927880,0.925626,1,0.864775,0.860550,1
8491,0,14.178158,0.070993,0.007301,0.00563436,0.907033,0.904216,1,0.888440,0.885059,1,0.925626,0.923373,1,0.860550,0.856324,1
8492,0,14.575604,0.070993,0.007301,0.00563436,0.904216,0.901399,1,0.885059,0.881678,1,0.923373,0.921119,1,0.856324,0.852098,1
8493,0,14.971548,0.070993,0.007301,0.00563436,0.901399,0.898581,1,0.881678,0.878298,1,0.921119,0.918865,1,0.852098,0.847872,1
8494,0,15.365990,0.070993,0.007301,0.00563436,0.898581,0.895764,1,0.878298,0.874917,1,0.918865,0.916611,1,0.847872,0.843646,1
8495,0,15.758931,0.070993,0.007301,0.00563436,0.895764,0.892947,1,0.874917,0.871537,1,0.916611,0.914358,1,0.843646,0.839421,1
8496,0,16.150370,0.070993,0.007301,0.00563436,0.892947,0.890130,1,0.871537,0.868156,1,0.914358,0.912104,1,0.839421,0.835195,1
8497,0,16.540308,0.070993,0.007301,0.00563436,0.890130,0.887313,1,0.868156,0.864775,1,0.912104,0.909850,1,0.835195,0.830969,1
8498,0,16.928744,0.070993,0.007301,0.00563436,0.887313,0.884496,1,0.864775,0.861395,1,0.909850,0.907596,1,0.830969,0.826743,1
8499,0,17.315679,0.070993,0.007301,0.00563436,0.884496,0.881678,1,0.861395,0.858014,1,0.907596,0.905343,1,0.826743,0.822518,1
8500,0,17.701112,0.070993,0.007301,0.00563436,0.881678,0.878861,1,0.858014,0.854633,1,0.905343,0.903089,1,0.822518,0.818292,1
8501,0,18.085043,0.070993,0.007301,0.00563436,0.878861,0.876044,1,0.854633,0.851253,1,0.903089,0.900835,1,0.818292,0.814066,1
8502,0,18.467473,0.070993,0.007301,0.00563436,0.876044,0.873227,1,0.851253,0.847872,1,0.900835,0.898581,1,0.814066,0.809840,1
8503,0,18.848401,0.070993,0.007301,0.00563436,0.873227,0.870410,1,0.847872,0.844492,1,0.898581,0.896328,1,0.809840,0.805615,1
8504,0,19.227828,0.070993,0.007301,0.00563436,0.870410,0.867593,1,0.844492,0.841111,1,0.896328,0.894074,1,0.805615,0.801389,1
8505,0,19.605753,0.070993,0.007301,0.00563436,0.867593,0.864775,1,0.841111,0.837730,1,0.894074,0.891820,1,0.801389,0.797163,1
8506,0,19.982177,0.070993,0.007301,0.00563436,0.864775,0.861958,1,0.837730,0.834350,1,0.891820,0.889567,1,0.797163,0.792937,1
8507,0,20.357099,0.070993,0.007301,0.00563436,0.861958,0.859141,1,0.834350,0.830969,1,0.889567,0.887313,1,0.792937,0.788711,1
8508,0,20.730520,0.070993,0.007301,0.00563436,0.859141,0.856324,1,0.830969,0.827589,1,0.887313,0.885059,1,0.788711,0.784486,1
8509,0,21.102439,0.070993,0.007301,0.00563436,0.856324,0.853507,1,0.827589,0.824208,1,0.885059,0.882805,1,0.784486,0.780260,1
8510,0,21.472856,0.070993,0.007301,0.00563436,0.853507,0.850689,1,0.824208,0.820827,1,0.882805,0.880552,1,0.780260,0.776034,1
8511,0,21.841772,0.070993,0.007301,0.00563436,0.850689,0.847872,1,0.820827,0.817447,1,0.880552,0.878298,1,0.776034,0.771808,1
8512,0,22.209187,0.070993,0.007301,0.00563436,0.847872,0.845055,1,0.817447,0.814066,1,0.878298,0.876044,1,0.771808,0.767583,1
8513,0,22.575099,0.070993,0.007301,0.00563436,0.845055,0.842238,1,0.814066,0.810685,1,0.876044,0.873790,1,0.767583,0.763357,1
8514,0,22.939511,0.070993,0.007301,0.00563436,0.842238,0.839421,1,0.810685,0.807305,1,0.873790,0.871537,1,0.763357,0.759131,1
8515,0,23.302420,0.070993,0.007301,0.00563436,0.839421,0.836604,1,0.807305,0.803924,1,0.871537,0.869283,1,0.759131,0.754905,1
8516,0,23.663828,0.070993,0.007301,0.00563436,0.836604,0.833786,1,0.803924,0.800544,1,0.869283,0.867029,1,0.754905,0.750679,1
8517,0,24.023735,0.070993,0.007301,0.00563436,0.833786,0.830969,1,0.800544,0.797163,1,0.867029,0.864775,1,0.750679,0.746454,1
8518,0,24.382140,0.070993,0.007301,0.00563436,0.830969,0.828152,1,0.797163,0.793782,1,0.864775,0.862522,1,0.746454,0.742228,1
8519,0,24.739043,0.070993,0.007301,0.00563436,0.828152,0.825335,1,0.793782,0.790402,1,0.862522,0.860268,1,0.742228,0.738002,1
8520,0,25.094445,0.070993,0.007301,0.00563436,0.825335,0.822518,1,0.790402,0.787021,1,0.860268,0.858014,1,0.738002,0.733776,1
8521,0,25.448346,0.070993,0.007301,0.00563436,0.822518,0.819700,1,0.787021,0.783641,1,0.858014,0.855760,1,0.733776,0.729551,1
8522,0,25.800744,0.070993,0.007301,0.00563436,0.819700,0.816883,1,0.783641,0.780260,1,0.855760,0.853507,1,0.729551,0.725325,1
8523,0,26.151642,0.070993,0.007301,0.00563436,0.816883,0.814066,1,0.780260,0.776879,1,0.853507,0.851253,1,0.725325,0.721099,1
8524,0,26.501037,0.070993,0.007301,0.00563436,0.814066,0.811249,1,0.776879,0.773499,1,0.851253,0.848999,1,0.721099,0.716873,1
8525,0,26.848931,0.070993,0.007301,0.00563436,0.811249,0.808432,1,0.773499,0.770118,1,0.848999,0.846745,1,0.716873,0.712648,1
8526,0,27.195324,0.070993,0.007301,0.00563436,0.808432,0.805615,1,0.770118,0.766737,1,0.846745,0.844492,1,0.712648,0.708422,1
8527,0,27.540215,0.070993,0.007301,0.00563436,0.805615,0.802797,1,0.766737,0.763357,1,0.844492,0.842238,1,0.708422,0.704196,1
8528,0,27.883604,0.070993,0.007301,0.00563436,0.802797,0.799980,1,0.763357,0.759976,1,0.842238,0.839984,1,0.704196,0.699970,0
8529,0,1.077617,0.070993,0.007301,0.00563436,0.799980,0.797163,1,0.759976,0.756596,1,0.839984,0.837730,1,1.000000,0.995774,1
8530,0,1.463008,0.070993,0.007301,0.00563436,0.797163,0.794346,1,0.756596,0.753215,1,0.837730,0.835477,1,0.995774,0.991548,1
8531,0,1.846897,0.070993,0.007301,0.00563436,0.794346,0.791529,1,0.753215,0.749834,1,0.835477,0.833223,1,0.991548,0.987323,1
8532,0,2.229285,0.070993,0.007301,0.00563436,0.791529,0.788711,1,0.749834,0.746454,1,0.833223,0.830969,1,0.987323,0.983097,1
8533,0,2.610171,0.070993,0.007301,0.00563436,0.788711,0.785894,1,0.746454,0.743073,1,0.830969,0.828715,1,0.983097,0.978871,1
8534,0,2.989555,0.070993,0.007301,0.00563436,0.785894,0.783077,1,0.743073,0.739692,1,0.828715,0.826462,1,0.978871,0.974645,1
8535,0,3.367438,0.070993,0.007301,0.00563436,0.783077,0.780260,1,0.739692,0.736312,1,0.826462,0.824208,1,0.974645,0.970420,1
8536,0,3.743820,0.070993,0.007301,0.00563436,0.780260,0.777443,1,0.736312,0.732931,1,0.824208,0.821954,1,0.970420,0.966194,1
8537,0,4.118700,0.070993,0.007301,0.00563436,0.777443,0.774626,1,0.732931,0.729551,1,0.821954,0.819700,1,0.966194,0.961968,1
8538,0,4.492078,0.070993,0.007301,0.00563436,0.774626,0.771808,1,0.729551,0.726170,1,0.819700,0.817447,1,0.961968,0.957742,1
8539,0,4.863955,0.070993,0.007301,0.00563436,0.771808,0.768991,1,0.726170,0.722789,1,0.817447,0.815193,1,0.957742,0.953517,1
8540,0,5.234330,0.070993,0.007301,0.00563436,0.768991,0.766174,1,0.722789,0.719409,1,0.815193,0.812939,1,0.953517,0.949291,1
8541,0,5.603203,0.070993,0.007301,0.00563436,0.766174,0.763357,1,0.719409,0.716028,1,0.812939,0.810685,1,0.949291,0.945065,1
8542,0,5.970576,0.070993,0.007301,0.00563436,0.763357,0.760540,1,0.716028,0.712648,1,0.810685,0.808432,1,0.945065,0.940839,1
8543,0,6.336446,0.070993,0.007301,0.00563436,0.760540,0.757722,1,0.712648,0.709267,1,0.808432,0.806178,1,0.940839,0.936613,1
8544,0,6.700815,0.070993,0.007301,0.00563436,0.757722,0.754905,1,0.709267,0.705886,1,0.806178,0.803924,1,0.936613,0.932388,1
8545,0,7.063682,0.070993,0.007301,0.00563436,0.754905,0.752088,1,0.705886,0.702506,1,0.803924,0.801670,1,0.932388,0.928162,1
8546,0,7.425048,0.070993,0.007301,0.00563436,0.752088,0.749271,1,0.702506,0.699125,0,0.801670,0.799417,1,0.928162,0.923936,1
8547,1,-13.982170,0.070993,0.007301,0.00563436,0.749271,0.756314,1,1.000000,1.000000,1,0.799417,0.805051,1,0.923936,0.933796,1
8548,1,-13.579431,0.070993,0.007301,0.00563436,0.756314,0.763357,1,1.000000,1.000000,1,0.805051,0.810685,1,0.933796,0.943656,1
8549,1,-13.174058,0.070993,0.007301,0.00563436,0.763357,0.770400,1,1.000000,1.000000,1,0.810685,0.816320,1,0.943656,0.953517,1
8550,1,-12.766051,0.070993,0.007301,0.00563436,0.770400,0.777443,1,1.000000,1.000000,1,0.816320,0.821954,1,0.953517,0.963377,1
8551,1,-12.355410,0.070993,0.007301,0.00563436,0.777443,0.784486,1,1.000000,1.000000,1,0.821954,0.827589,1,0.963377,0.973237,1
8552,1,-11.942134,0.070993,0.007301,0.00563436,0.784486,0.791529,1,1.000000,1.000000,1,0.827589,0.833223,1,0.973237,0.983097,1
8553,1,-11.526225,0.070993,0.007301,0.00563436,0.791529,0.798572,1,1.000000,1.000000,1,0.833223,0.838857,1,0.983097,0.992957,1
8554,1,-11.107682,0.070993,0.007301,0.00563436,0.798572,0.805615,1,1.000000,1.000000,1,0.838857,0.844492,1,0.992957,1.000000,1
8555,1,-10.687349,0.070993,0.007301,0.00563436,0.805615,0.812657,1,1.000000,1.000000,1,0.844492,0.850126,1,1.000000,1.000000,1
8556,1,-10.266919,0.070993,0.007301,0.00563436,0.812657,0.819700,1,1.000000,1.000000,1,0.850126,0.855760,1,1.000000,1.000000,1
8557,1,-9.845333,0.070993,0.007301,0.00563436,0.819700,0.826743,1,1.000000,1.000000,1,0.855760,0.861395,1,1.000000,1.000000,1
8558,1,-9.422592,0.070993,0.007301,0.00563436,0.826743,0.833786,1,1.000000,1.000000,1,0.861395,0.867029,1,1.000000,1.000000,1
8559,1,-8.998696,0.070993,0.007301,0.00563436,0.833786,0.840829,1,1.000000,1.000000,1,0.867029,0.872663,1,1.000000,1.000000,1
8560,1,-8.573645,0.070993,0.007301,0.00563436,0.840829,0.847872,1,1.000000,1.000000,1,0.872663,0.878298,1,1.000000,1.000000,1
8561,1,-8.147439,0.070993,0.007301,0.00563436,0.847872,0.854915,1,1.000000,1.000000,1,0.878298,0.883932,1,1.000000,1.000000,1
8562,1,-7.720077,0.070993,0.007301,0.00563436,0.854915,0.861958,1,1.000000,1.000000,1,0.883932,0.889567,1,1.000000,1.000000,1
8563,1,-7.291561,0.070993,0.007301,0.00563436,0.861958,0.869001,1,1.000000,1.000000,1,0.889567,0.895201,1,1.000000,1.000000,1
8564,1,-6.861890,0.070993,0.007301,0.00563436,0.869001,0.876044,1,1.000000,1.000000,1,0.895201,0.900835,1,1.000000,1.000000,1
8565,1,-6.431064,0.070993,0.007301,0.00563436,0.876044,0.883087,1,1.000000,1.000000,1,0.900835,0.906470,1,1.000000,1.000000,1
8566,1,-5.999082,0.070993,0.007301,0.00563436,0.883087,0.890130,1,1.000000,1.000000,1,0.906470,0.912104,1,1.000000,1.000000,1
8567,1,-5.565946,0.070993,0.007301,0.00563436,0.890130,0.897173,1,1.000000,1.000000,1,0.912104,0.917738,1,1.000000,1.000000,1
8568,1,-5.131655,0.070993,0.007301,0.00563436,0.897173,0.904216,1,1.000000,1.000000,1,0.917738,0.923373,1,1.000000,1.000000,1
8569,1,-4.696208,0.070993,0.007301,0.00563436,0.904216,0.911259,1,1.000000,1.000000,1,0.923373,0.929007,1,1.000000,1.000000,1
8570,1,-4.259607,0.070993,0.007301,0.00563436,0.911259,0.918302,1,1.000000,1.000000,1,0.929007,0.934641,1,1.000000,1.000000,1
8571,1,-3.821850,0.070993,0.007301,0.00563436,0.918302,0.925345,1,1.000000,1.000000,1,0.934641,0.940276,1,1.000000,1.000000,1
8572,1,-3.382939,0.070993,0.007301,0.00563436,0.925345,0.932388,1,1.000000,1.000000,1,0.940276,0.945910,1,1.000000,1.000000,1
8573,1,-2.942872,0.070993,0.007301,0.00563436,0.932388,0.939431,1,1.000000,1.000000,1,0.945910,0.951544,1,1.000000,1.000000,1
8574,1,-2.501650,0.070993,0.007301,0.00563436,0.939431,0.946474,1,1.000000,1.000000,1,0.951544,0.957179,1,1.000000,1.000000,1
8575,1,-2.059274,0.070993,0.007301,0.00563436,0.946474,0.953517,1,1.000000,1.000000,1,0.957179,0.962813,1,1.000000,1.000000,1
8576,1,-1.615742,0.070993,0.007301,0.00563436,0.953517,0.960559,1,1.000000,1.000000,1,0.962813,0.968448,1,1.000000,1.000000,1
