k,b_k,G_tilde,eta_k,r_drift,gamma,x_before_0,x_after_0,a_0,x_before_1,x_after_1,a_1,x_before_2,x_after_2,a_2,x_before_3,x_after_3,a_3
557,0,0.612010,0.070993,0.007301,0.00563436,0.997183,0.994366,1,0.996619,0.993239,1,0.997746,0.995493,1,0.995774,0.991548,1
558,0,1.057505,0.070993,0.007301,0.00563436,0.994366,0.991548,1,0.993239,0.989858,1,0.995493,0.993239,1,0.991548,0.987323,1
559,0,1.501499,0.070993,0.007301,0.00563436,0.991548,0.988731,1,0.989858,0.986478,1,0.993239,0.990985,1,0.987323,0.983097,1
560,0,1.943991,0.070993,0.007301,0.00563436,0.988731,0.985914,1,0.986478,0.983097,1,0.990985,0.988731,1,0.983097,0.978871,1
561,0,2.384982,0.070993,0.007301,0.00563436,0.985914,0.983097,1,0.983097,0.979716,1,0.988731,0.986478,1,0.978871,0.974645,1
562,0,2.824471,0.070993,0.007301,0.00563436,0.983097,0.980280,1,0.979716,0.976336,1,0.986478,0.984224,1,0.974645,0.970420,1
563,0,3.262459,0.070993,0.007301,0.00563436,0.980280,0.977463,1,0.976336,0.972955,1,0.984224,0.981970,1,0.970420,0.966194,1
564,0,3.698945,0.070993,0.007301,0.00563436,0.977463,0.974645,1,0.972955,0.969574,1,0.981970,0.979716,1,0.966194,0.961968,1
565,0,4.133929,0.070993,0.007301,0.00563436,0.974645,0.971828,1,0.969574,0.966194,1,0.979716,0.977463,1,0.961968,0.957742,1
566,0,4.567412,0.070993,0.007301,0.00563436,0.971828,0.969011,1,0.966194,0.962813,1,0.977463,0.975209,1,0.957742,0.953517,1
567,0,4.999393,0.070993,0.007301,0.00563436,0.969011,0.966194,1,0.962813,0.959433,1,0.975209,0.972955,1,0.953517,0.949291,1
568,0,5.429873,0.070993,0.007301,0.00563436,0.966194,0.963377,1,0.959433,0.956052,1,0.972955,0.970701,1,0.949291,0.945065,1
569,0,5.858851,0.070993,0.007301,0.00563436,0.963377,0.960559,1,0.956052,0.952671,1,0.970701,0.968448,1,0.945065,0.940839,1
570,0,6.286328,0.070993,0.007301,0.00563436,0.960559,0.957742,1,0.952671,0.949291,1,0.968448,0.966194,1,0.940839,0.936613,1
571,0,6.712303,0.070993,0.007301,0.00563436,0.957742,0.954925,1,0.949291,0.945910,1,0.966194,0.963940,1,0.936613,0.932388,1
572,0,7.136776,0.070993,0.007301,0.00563436,0.954925,0.952108,1,0.945910,0.942530,1,0.963940,0.961686,1,0.932388,0.928162,1
573,0,7.559748,0.070993,0.007301,0.00563436,0.952108,0.949291,1,0.942530,0.939149,1,0.961686,0.959433,1,0.928162,0.923936,1
574,0,7.981219,0.070993,0.007301,0.00563436,0.949291,0.946474,1,0.939149,0.935768,1,0.959433,0.957179,1,0.923936,0.919710,1
575,0,8.401188,0.070993,0.007301,0.00563436,0.946474,0.943656,1,0.935768,0.932388,1,0.957179,0.954925,1,0.919710,0.915485,1
576,0,8.819655,0.070993,0.007301,0.00563436,0.943656,0.940839,1,0.932388,0.929007,1,0.954925,0.952671,1,0.915485,0.911259,1
577,0,9.236621,0.070993,0.007301,0.00563436,0.940839,0.938022,1,0.929007,0.925626,1,0.952671,0.950418,1,0.911259,0.907033,1
578,0,9.652085,0.070993,0.007301,0.00563436,0.938022,0.935205,1,0.925626,0.922246,1,0.950418,0.948164,1,0.907033,0.902807,1
579,0,10.066047,0.070993,0.007301,0.00563436,0.935205,0.932388,1,0.922246,0.918865,1,0.948164,0.945910,1,0.902807,0.898581,1
580,0,10.478509,0.070993,0.007301,0.00563436,0.932388,0.929570,1,0.918865,0.915485,1,0.945910,0.943656,1,0.898581,0.894356,1
581,0,10.889468,0.070993,0.007301,0.00563436,0.929570,0.926753,1,0.915485,0.912104,1,0.943656,0.941403,1,0.894356,0.890130,1
582,0,11.298926,0.070993,0.007301,0.00563436,0.926753,0.923936,1,0.912104,0.908723,1,0.941403,0.939149,1,0.890130,0.885904,1
583,0,11.706882,0.070993,0.007301,0.00563436,0.923936,0.921119,1,0.908723,0.905343,1,0.939149,0.936895,1,0.885904,0.881678,1
584,0,12.113337,0.070993,0.007301,0.00563436,0.921119,0.918302,1,0.905343,0.901962,1,0.936895,0.934641,1,0.881678,0.877453,1
585,0,12.518291,0.070993,0.007301,0.00563436,0.918302,0.915485,1,0.901962,0.898581,1,0.934641,0.932388,1,0.877453,0.873227,1
586,0,12.921742,0.070993,0.007301,0.00563436,0.915485,0.912667,1,0.898581,0.895201,1,0.932388,0.930134,1,0.873227,0.869001,1
587,0,13.323692,0.070993,0.007301,0.00563436,0.912667,0.909850,1,0.895201,0.891820,1,0.930134,0.927880,1,0.869001,0.864775,1
588,0,13.724141,0.070993,0.007301,0.00563436,0.909850,0.907033,1,0.891820,0.888440,1,0.927880,0.925626,1,0.864775,0.860550,1
589,0,14.123088,0.070993,0.007301,0.00563436,0.907033,0.904216,1,0.888440,0.885059,1,0.925626,0.923373,1,0.860550,0.856324,1
590,0,14.520534,0.070993,0.007301,0.00563436,0.904216,0.901399,1,0.885059,0.881678,1,0.923373,0.921119,1,0.856324,0.852098,1
591,0,14.916477,0.070993,0.007301,0.00563436,0.901399,0.898581,1,0.881678,0.878298,1,0.921119,0.918865,1,0.852098,0.847872,1
592,0,15.310920,0.070993,0.007301,0.00563436,0.898581,0.895764,1,0.878298,0.874917,1,0.918865,0.916611,1,0.847872,0.843646,1
593,0,15.703861,0.070993,0.007301,0.00563436,0.895764,0.892947,1,0.874917,0.871537,1,0.916611,0.914358,1,0.843646,0.839421,1
594,0,16.095300,0.070993,0.007301,0.00563436,0.892947,0.890130,1,0.871537,0.868156,1,0.914358,0.912104,1,0.839421,0.835195,1
595,0,16.485238,0.070993,0.007301,0.00563436,0.890130,0.887313,1,0.868156,0.864775,1,0.912104,0.909850,1,0.835195,0.830969,1
596,0,16.873674,0.070993,0.007301,0.00563436,0.887313,0.884496,1,0.864775,0.861395,1,0.909850,0.907596,1,0.830969,0.826743,1
597,0,17.260608,0.070993,0.007301,0.00563436,0.884496,0.881678,1,0.861395,0.858014,1,0.907596,0.905343,1,0.826743,0.822518,1
598,0,17.646041,0.070993,0.007301,0.00563436,0.881678,0.878861,1,0.858014,0.854633,1,0.905343,0.903089,1,0.822518,0.818292,1
599,0,18.029973,0.070993,0.007301,0.00563436,0.878861,0.876044,1,0.854633,0.851253,1,0.903089,0.900835,1,0.818292,0.814066,1
600,0,18.412403,0.070993,0.007301,0.00563436,0.876044,0.873227,1,0.851253,0.847872,1,0.900835,0.898581,1,0.814066,0.809840,1
601,0,18.793331,0.070993,0.007301,0.00563436,0.873227,0.870410,1,0.847872,0.844492,1,0.898581,0.896328,1,0.809840,0.805615,1
602,0,19.172758,0.070993,0.007301,0.00563436,0.870410,0.867593,1,0.844492,0.841111,1,0.896328,0.894074,1,0.805615,0.801389,1
603,0,19.550683,0.070993,0.007301,0.00563436,0.867593,0.864775,1,0.841111,0.837730,1,0.894074,0.891820,1,0.801389,0.797163,1
604,0,19.927107,0.070993,0.007301,0.00563436,0.864775,0.861958,1,0.837730,0.834350,1,0.891820,0.889567,1,0.797163,0.792937,1
605,0,20.302029,0.070993,0.007301,0.00563436,0.861958,0.859141,1,0.834350,0.830969,1,0.889567,0.887313,1,0.792937,0.788711,1
606,0,20.675450,0.070993,0.007301,0.00563436,0.859141,0.856324,1,0.830969,0.827589,1,0.887313,0.885059,1,0.788711,0.784486,1
607,0,21.047369,0.070993,0.007301,0.00563436,0.856324,0.853507,1,0.827589,0.824208,1,0.885059,0.882805,1,0.784486,0.780260,1
608,0,21.417786,0.070993,0.007301,0.00563436,0.853507,0.850689,1,0.824208,0.820827,1,0.882805,0.880552,1,0.780260,0.776034,1
609,0,21.786702,0.070993,0.007301,0.00563436,0.850689,0.847872,1,0.820827,0.817447,1,0.880552,0.878298,1,0.776034,0.771808,1
610,0,22.154116,0.070993,0.007301,0.00563436,0.847872,0.845055,1,0.817447,0.814066,1,0.878298,0.876044,1,0.771808,0.767583,1
611,0,22.520029,0.070993,0.007301,0.00563436,0.845055,0.842238,1,0.814066,0.810685,1,0.876044,0.873790,1,0.767583,0.763357,1
612,0,22.884440,0.070993,0.007301,0.00563436,0.842238,0.839421,1,0.810685,0.807305,1,0.873790,0.871537,1,0.763357,0.759131,1
613,0,23.247350,0.070993,0.007301,0.00563436,0.839421,0.836604,1,0.807305,0.803924,1,0.871537,0.869283,1,0.759131,0.754905,1
614,0,23.608758,0.070993,0.007301,0.00563436,0.836604,0.833786,1,0.803924,0.800544,1,0.869283,0.867029,1,0.754905,0.750679,1
615,0,23.968665,0.070993,0.007301,0.00563436,0.833786,0.830969,1,0.800544,0.797163,1,0.867029,0.864775,1,0.750679,0.746454,1
616,0,24.327070,0.070993,0.007301,0.00563436,0.830969,0.828152,1,0.797163,0.793782,1,0.864775,0.862522,1,0.746454,0.742228,1
617,0,24.683973,0.070993,0.007301,0.00563436,0.828152,0.825335,1,0.793782,0.790402,1,0.862522,0.860268,1,0.742228,0.738002,1
618,0,25.039375,0.070993,0.007301,0.00563436,0.825335,0.822518,1,0.790402,0.787021,1,0.860268,0.858014,1,0.738002,0.733776,1
619,0,25.393275,0.070993,0.007301,0.00563436,0.822518,0.819700,1,0.787021,0.783641,1,0.858014,0.855760,1,0.733776,0.729551,1
620,0,25.745674,0.070993,0.007301,0.00563436,0.819700,0.816883,1,0.783641,0.780260,1,0.855760,0.853507,1,0.729551,0.725325,1
621,0,26.096571,0.070993,0.007301,0.00563436,0.816883,0.814066,1,0.780260,0.776879,1,0.853507,0.851253,1,0.725325,0.721099,1
622,0,26.445967,0.070993,0.007301,0.00563436,0.814066,0.811249,1,0.776879,0.773499,1,0.851253,0.848999,1,0.721099,0.716873,1
623,0,26.793861,0.070993,0.007301,0.00563436,0.811249,0.808432,1,0.773499,0.770118,1,0.848999,0.846745,1,0.716873,0.712648,1
624,0,27.140254,0.070993,0.007301,0.00563436,0.808432,0.805615,1,0.770118,0.766737,1,0.846745,0.844492,1,0.712648,0.708422,1
625,0,27.485145,0.070993,0.007301,0.00563436,0.805615,0.802797,1,0.766737,0.763357,1,0.844492,0.842238,1,0.708422,0.704196,1
626,0,27.828534,0.070993,0.007301,0.00563436,0.802797,0.799980,1,0.763357,0.759976,1,0.842238,0.839984,1,0.704196,0.699970,0
627,0,1.056323,0.070993,0.007301,0.00563436,0.799980,0.797163,1,0.759976,0.756596,1,0.839984,0.837730,1,1.000000,0.995774,1
628,0,1.441714,0.070993,0.007301,0.00563436,0.797163,0.794346,1,0.756596,0.753215,1,0.837730,0.835477,1,0.995774,0.991548,1
629,0,1.825603,0.070993,0.007301,0.00563436,0.794346,0.791529,1,0.753215,0.749834,1,0.835477,0.833223,1,0.991548,0.987323,1
630,0,2.207991,0.070993,0.007301,0.00563436,0.791529,0.788711,1,0.749834,0.746454,1,0.833223,0.830969,1,0.987323,0.983097,1
631,0,2.588877,0.070993,0.007301,0.00563436,0.788711,0.785894,1,0.746454,0.743073,1,0.830969,0.828715,1,0.983097,0.978871,1
632,0,2.968261,0.070993,0.007301,0.00563436,0.785894,0.783077,1,0.743073,0.739692,1,0.828715,0.826462,1,0.978871,0.974645,1
633,0,3.346144,0.070993,0.007301,0.00563436,0.783077,0.780260,1,0.739692,0.736312,1,0.826462,0.824208,1,0.974645,0.970420,1
634,0,3.722526,0.070993,0.007301,0.00563436,0.780260,0.777443,1,0.736312,0.732931,1,0.824208,0.821954,1,0.970420,0.966194,1
635,0,4.097406,0.070993,0.007301,0.00563436,0.777443,0.774626,1,0.732931,0.729551,1,0.821954,0.819700,1,0.966194,0.961968,1
636,0,4.470784,0.070993,0.007301,0.00563436,0.774626,0.771808,1,0.729551,0.726170,1,0.819700,0.817447,1,0.961968,0.957742,1
637,0,4.842661,0.070993,0.007301,0.00563436,0.771808,0.768991,1,0.726170,0.722789,1,0.817447,0.815193,1,0.957742,0.953517,1
638,0,5.213036,0.070993,0.007301,0.00563436,0.768991,0.766174,1,0.722789,0.719409,1,0.815193,0.812939,1,0.953517,0.949291,1
639,0,5.581910,0.070993,0.007301,0.00563436,0.766174,0.763357,1,0.719409,0.716028,1,0.812939,0.810685,1,0.949291,0.945065,1
640,0,5.949282,0.070993,0.007301,0.00563436,0.763357,0.760540,1,0.716028,0.712648,1,0.810685,0.808432,1,0.945065,0.940839,1
641,0,6.315152,0.070993,0.007301,0.00563436,0.760540,0.757722,1,0.712648,0.709267,1,0.808432,0.806178,1,0.940839,0.936613,1
642,0,6.679521,0.070993,0.007301,0.00563436,0.757722,0.754905,1,0.709267,0.705886,1,0.806178,0.803924,1,0.936613,0.932388,1
643,0,7.042389,0.070993,0.007301,0.00563436,0.754905,0.752088,1,0.705886,0.702506,1,0.803924,0.801670,1,0.932388,0.928162,1
644,0,7.403754,0.070993,0.007301,0.00563436,0.752088,0.749271,1,0.702506,0.699125,0,0.801670,0.799417,1,0.928162,0.923936,1
645,1,-13.763464,0.070993,0.007301,0.00563436,0.749271,0.756314,1,1.000000,1.000000,1,0.799417,0.805051,1,0.923936,0.933796,1
646,1,-13.360725,0.070993,0.007301,0.00563436,0.756314,0.763357,1,1.000000,1.000000,1,0.805051,0.810685,1,0.933796,0.943656,1
647,1,-12.955352,0.070993,0.007301,0.00563436,0.763357,0.770400,1,1.000000,1.000000,1,0.810685,0.816320,1,0.943656,0.953517,1
648,1,-12.547345,0.070993,0.007301,0.00563436,0.770400,0.777443,1,1.000000,1.000000,1,0.816320,0.821954,1,0.953517,0.963377,1
649,1,-12.136703,0.070993,0.007301,0.00563436,0.777443,0.784486,1,1.000000,1.000000,1,0.821954,0.827589,1,0.963377,0.973237,1
650,1,-11.723428,0.070993,0.007301,0.00563436,0.784486,0.791529,1,1.000000,1.000000,1,0.827589,0.833223,1,0.973237,0.983097,1
651,1,-11.307519,0.070993,0.007301,0.00563436,0.791529,0.798572,1,1.000000,1.000000,1,0.833223,0.838857,1,0.983097,0.992957,1
652,1,-10.888976,0.070993,0.007301,0.00563436,0.798572,0.805615,1,1.000000,1.000000,1,0.838857,0.844492,1,0.992957,1.000000,1
653,1,-10.468643,0.070993,0.007301,0.00563436,0.805615,0.812657,1,1.000000,1.000000,1,0.844492,0.850126,1,1.000000,1.000000,1
654,1,-10.048212,0.070993,0.007301,0.00563436,0.812657,0.819700,1,1.000000,1.000000,1,0.850126,0.855760,1,1.000000,1.000000,1
655,1,-9.626627,0.070993,0.007301,0.00563436,0.819700,0.826743,1,1.000000,1.000000,1,0.855760,0.861395,1,1.000000,1.000000,1
656,1,-9.203886,0.070993,0.007301,0.00563436,0.826743,0.833786,1,1.000000,1.000000,1,0.861395,0.867029,1,1.000000,1.000000,1
657,1,-8.779990,0.070993,0.007301,0.00563436,0.833786,0.840829,1,1.000000,1.000000,1,0.867029,0.872663,1,1.000000,1.000000,1
658,1,-8.354939,0.070993,0.007301,0.00563436,0.840829,0.847872,1,1.000000,1.000000,1,0.872663,0.878298,1,1.000000,1.000000,1
659,1,-7.928732,0.070993,0.007301,0.00563436,0.847872,0.854915,1,1.000000,1.000000,1,0.878298,0.883932,1,1.000000,1.000000,1
660,1,-7.501371,0.070993,0.007301,0.00563436,0.854915,0.861958,1,1.000000,1.000000,1,0.883932,0.889567,1,1.000000,1.000000,1
661,1,-7.072855,0.070993,0.007301,0.00563436,0.861958,0.869001,1,1.000000,1.000000,1,0.889567,0.895201,1,1.000000,1.000000,1
662,1,-6.643184,0.070993,0.007301,0.00563436,0.869001,0.876044,1,1.000000,1.000000,1,0.895201,0.900835,1,1.000000,1.000000,1
663,1,-6.212358,0.070993,0.007301,0.00563436,0.876044,0.883087,1,1.000000,1.000000,1,0.900835,0.906470,1,1.000000,1.000000,1
664,1,-5.780376,0.070993,0.007301,0.00563436,0.883087,0.890130,1,1.000000,1.000000,1,0.906470,0.912104,1,1.000000,1.000000,1
665,1,-5.347240,0.070993,0.007301,0.00563436,0.890130,0.897173,1,1.000000,1.000000,1,0.912104,0.917738,1,1.000000,1.000000,1
666,1,-4.912949,0.070993,0.007301,0.00563436,0.897173,0.904216,1,1.000000,1.000000,1,0.917738,0.923373,1,1.000000,1.000000,1
667,1,-4.477502,0.070993,0.007301,0.00563436,0.904216,0.911259,1,1.000000,1.000000,1,0.923373,0.929007,1,1.000000,1.000000,1
668,1,-4.040901,0.070993,0.007301,0.00563436,0.911259,0.918302,1,1.000000,1.000000,1,0.929007,0.934641,1,1.000000,1.000000,1
669,1,-3.603144,0.070993,0.007301,0.00563436,0.918302,0.925345,1,1.000000,1.000000,1,0.934641,0.940276,1,1.000000,1.000000,1
670,1,-3.164233,0.070993,0.007301,0.00563436,0.925345,0.932388,1,1.000000,1.000000,1,0.940276,0.945910,1,1.000000,1.000000,1
671,1,-2.724166,0.070993,0.007301,0.00563436,0.932388,0.939431,1,1.000000,1.000000,1,0.945910,0.951544,1,1.000000,1.000000,1
672,1,-2.282944,0.070993,0.007301,0.00563436,0.939431,0.946474,1,1.000000,1.000000,1,0.951544,0.957179,1,1.000000,1.000000,1
673,1,-1.840568,0.070993,0.007301,0.00563436,0.946474,0.953517,1,1.000000,1.000000,1,0.957179,0.962813,1,1.000000,1.000000,1
674,1,-1.397036,0.070993,0.007301,0.00563436,0.953517,0.960559,1,1.000000,1.000000,1,0.962813,0.968448,1,1.000000,1.000000,1
675,1,-0.952349,0.070993,0.007301,0.00563436,0.960559,0.967602,1,1.000000,1.000000,1,0.968448,0.974082,1,1.000000,1.000000,1
676,1,-0.506507,0.070993,0.007301,0.00563436,0.967602,0.974645,1,1.000000,1.000000,1,0.974082,0.979716,1,1.000000,1.000000,1
677,1,-0.059510,0.070993,0.007301,0.00563436,0.974645,0.981688,1,1.000000,1.000000,1,0.979716,0.985351,1,1.000000,1.000000,1
678,0,0.388642,0.070993,0.007301,0.00563436,0.981688,0.978871,1,1.000000,0.996619,1,0.985351,0.983097,1,1.000000,0.995774,1
679,0,0.832635,0.070993,0.007301,0.00563436,0.978871,0.976054,1,0.996619,0.993239,1,0.983097,0.980843,1,0.995774,0.991548,1
680,0,1.275128,0.070993,0.007301,0.00563436,0.976054,0.973237,1,0.993239,0.989858,1,0.980843,0.978589,1,0.991548,0.987323,1
681,0,1.716118,0.070993,0.007301,0.00563436,0.973237,0.970420,1,0.989858,0.986478,1,0.978589,0.976336,1,0.987323,0.983097,1
682,0,2.155607,0.070993,0.007301,0.00563436,0.970420,0.967602,1,0.986478,0.983097,1,0.976336,0.974082,1,0.983097,0.978871,1
683,0,2.593595,0.070993,0.007301,0.00563436,0.967602,0.964785,1,0.983097,0.979716,1,0.974082,0.971828,1,0.978871,0.974645,1
684,0,3.030081,0.070993,0.007301,0.00563436,0.964785,0.961968,1,0.979716,0.976336,1,0.971828,0.969574,1,0.974645,0.970420,1
685,0,3.465065,0.070993,0.007301,0.00563436,0.961968,0.959151,1,0.976336,0.972955,1,0.969574,0.967321,1,0.970420,0.966194,1
686,0,3.898548,0.070993,0.007301,0.00563436,0.959151,0.956334,1,0.972955,0.969574,1,0.967321,0.965067,1,0.966194,0.961968,1
687,0,4.330530,0.070993,0.007301,0.00563436,0.956334,0.953517,1,0.969574,0.966194,1,0.965067,0.962813,1,0.961968,0.957742,1
688,0,4.761009,0.070993,0.007301,0.00563436,0.953517,0.950699,1,0.966194,0.962813,1,0.962813,0.960559,1,0.957742,0.953517,1
689,0,5.189988,0.070993,0.007301,0.00563436,0.950699,0.947882,1,0.962813,0.959433,1,0.960559,0.958306,1,0.953517,0.949291,1
690,0,5.617464,0.070993,0.007301,0.00563436,0.947882,0.945065,1,0.959433,0.956052,1,0.958306,0.956052,1,0.949291,0.945065,1
691,0,6.043439,0.070993,0.007301,0.00563436,0.945065,0.942248,1,0.956052,0.952671,1,0.956052,0.953798,1,0.945065,0.940839,1
692,0,6.467913,0.070993,0.007301,0.00563436,0.942248,0.939431,1,0.952671,0.949291,1,0.953798,0.951544,1,0.940839,0.936613,1
693,0,6.890885,0.070993,0.007301,0.00563436,0.939431,0.936613,1,0.949291,0.945910,1,0.951544,0.949291,1,0.936613,0.932388,1
694,0,7.312355,0.070993,0.007301,0.00563436,0.936613,0.933796,1,0.945910,0.942530,1,0.949291,0.947037,1,0.932388,0.928162,1
695,0,7.732324,0.070993,0.007301,0.00563436,0.933796,0.930979,1,0.942530,0.939149,1,0.947037,0.944783,1,0.928162,0.923936,1
696,0,8.150791,0.070993,0.007301,0.00563436,0.930979,0.928162,1,0.939149,0.935768,1,0.944783,0.942530,1,0.923936,0.919710,1
697,0,8.567757,0.070993,0.007301,0.00563436,0.928162,0.925345,1,0.935768,0.932388,1,0.942530,0.940276,1,0.919710,0.915485,1
698,0,8.983221,0.070993,0.007301,0.00563436,0.925345,0.922528,1,0.932388,0.929007,1,0.940276,0.938022,1,0.915485,0.911259,1
699,0,9.397184,0.070993,0.007301,0.00563436,0.922528,0.919710,1,0.929007,0.925626,1,0.938022,0.935768,1,0.911259,0.907033,1
700,0,9.809645,0.070993,0.007301,0.00563436,0.919710,0.916893,1,0.925626,0.922246,1,0.935768,0.933515,1,0.907033,0.902807,1
701,0,10.220604,0.070993,0.007301,0.00563436,0.916893,0.914076,1,0.922246,0.918865,1,0.933515,0.931261,1,0.902807,0.898581,1
702,0,10.630062,0.070993,0.007301,0.00563436,0.914076,0.911259,1,0.918865,0.915485,1,0.931261,0.929007,1,0.898581,0.894356,1
703,0,11.038019,0.070993,0.007301,0.00563436,0.911259,0.908442,1,0.915485,0.912104,1,0.929007,0.926753,1,0.894356,0.890130,1
704,0,11.444474,0.070993,0.007301,0.00563436,0.908442,0.905624,1,0.912104,0.908723,1,0.926753,0.924500,1,0.890130,0.885904,1
705,0,11.849427,0.070993,0.007301,0.00563436,0.905624,0.902807,1,0.908723,0.905343,1,0.924500,0.922246,1,0.885904,0.881678,1
706,0,12.252879,0.070993,0.007301,0.00563436,0.902807,0.899990,1,0.905343,0.901962,1,0.922246,0.919992,1,0.881678,0.877453,1
707,0,12.654829,0.070993,0.007301,0.00563436,0.899990,0.897173,1,0.901962,0.898581,1,0.919992,0.917738,1,0.877453,0.873227,1
708,0,13.055277,0.070993,0.007301,0.00563436,0.897173,0.894356,1,0.898581,0.895201,1,0.917738,0.915485,1,0.873227,0.869001,1
709,0,13.454224,0.070993,0.007301,0.00563436,0.894356,0.891539,1,0.895201,0.891820,1,0.915485,0.913231,1,0.869001,0.864775,1
710,0,13.851670,0.070993,0.007301,0.00563436,0.891539,0.888721,1,0.891820,0.888440,1,0.913231,0.910977,1,0.864775,0.860550,1
711,0,14.247614,0.070993,0.007301,0.00563436,0.888721,0.885904,1,0.888440,0.885059,1,0.910977,0.908723,1,0.860550,0.856324,1
712,0,14.642056,0.070993,0.007301,0.00563436,0.885904,0.883087,1,0.885059,0.881678,1,0.908723,0.906470,1,0.856324,0.852098,1
713,0,15.034997,0.070993,0.007301,0.00563436,0.883087,0.880270,1,0.881678,0.878298,1,0.906470,0.904216,1,0.852098,0.847872,1
714,0,15.426436,0.070993,0.007301,0.00563436,0.880270,0.877453,1,0.878298,0.874917,1,0.904216,0.901962,1,0.847872,0.843646,1
715,0,15.816374,0.070993,0.007301,0.00563436,0.877453,0.874635,1,0.874917,0.871537,1,0.901962,0.899708,1,0.843646,0.839421,1
716,0,16.204810,0.070993,0.007301,0.00563436,0.874635,0.871818,1,0.871537,0.868156,1,0.899708,0.897455,1,0.839421,0.835195,1
717,0,16.591745,0.070993,0.007301,0.00563436,0.871818,0.869001,1,0.868156,0.864775,1,0.897455,0.895201,1,0.835195,0.830969,1
718,0,16.977178,0.070993,0.007301,0.00563436,0.869001,0.866184,1,0.864775,0.861395,1,0.895201,0.892947,1,0.830969,0.826743,1
719,0,17.361109,0.070993,0.007301,0.00563436,0.866184,0.863367,1,0.861395,0.858014,1,0.892947,0.890693,1,0.826743,0.822518,1
720,0,17.743539,0.070993,0.007301,0.00563436,0.863367,0.860550,1,0.858014,0.854633,1,0.890693,0.888440,1,0.822518,0.818292,1
721,0,18.124467,0.070993,0.007301,0.00563436,0.860550,0.857732,1,0.854633,0.851253,1,0.888440,0.886186,1,0.818292,0.814066,1
722,0,18.503894,0.070993,0.007301,0.00563436,0.857732,0.854915,1,0.851253,0.847872,1,0.886186,0.883932,1,0.814066,0.809840,1
723,0,18.881820,0.070993,0.007301,0.00563436,0.854915,0.852098,1,0.847872,0.844492,1,0.883932,0.881678,1,0.809840,0.805615,1
724,0,19.258243,0.070993,0.007301,0.00563436,0.852098,0.849281,1,0.844492,0.841111,1,0.881678,0.879425,1,0.805615,0.801389,1
725,0,19.633165,0.070993,0.007301,0.00563436,0.849281,0.846464,1,0.841111,0.837730,1,0.879425,0.877171,1,0.801389,0.797163,1
726,0,20.006586,0.070993,0.007301,0.00563436,0.846464,0.843646,1,0.837730,0.834350,1,0.877171,0.874917,1,0.797163,0.792937,1
727,0,20.378505,0.070993,0.007301,0.00563436,0.843646,0.840829,1,0.834350,0.830969,1,0.874917,0.872663,1,0.792937,0.788711,1
728,0,20.748922,0.070993,0.007301,0.00563436,0.840829,0.838012,1,0.830969,0.827589,1,0.872663,0.870410,1,0.788711,0.784486,1
729,0,21.117838,0.070993,0.007301,0.00563436,0.838012,0.835195,1,0.827589,0.824208,1,0.870410,0.868156,1,0.784486,0.780260,1
730,0,21.485253,0.070993,0.007301,0.00563436,0.835195,0.832378,1,0.824208,0.820827,1,0.868156,0.865902,1,0.780260,0.776034,1
731,0,21.851165,0.070993,0.007301,0.00563436,0.832378,0.829561,1,0.820827,0.817447,1,0.865902,0.863648,1,0.776034,0.771808,1
732,0,22.215577,0.070993,0.007301,0.00563436,0.829561,0.826743,1,0.817447,0.814066,1,0.863648,0.861395,1,0.771808,0.767583,1
